query,predicted_mql
When was the first time that discount highest in march 2022,"{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was the first time that discount of burundi was highest in march 2022,"{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'FILTER': {'high': [{'ENTITY': 'High', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was the first time that discount of cities was highest in march 2022,"{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'ADJECTIVE': ['highest'], 'TONE': 'positive'}]}, 'DIMENSION': {'cities': [{'ENTITY': 'City'}]}, 'DATE VARIABLE': {'time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was the first time that discount greater than 20000 in march 2022,"{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}], 'ADJECTIVE': ['first']}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was the first time that discount of burundi was greater than 20000 in march 2022,"{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}], 'ADJECTIVE': ['first time']}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was the first time that discount and quantities was greater than 20000 in march 2022,"{'MEASURE': {'discount and quantities': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}, {'ENTITY': 'Quantity', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was the first time that discount and quantities of burundi was greater than 20000 in march 2022,"{'MEASURE': {'discount and quantities': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}, {'ENTITY': 'Quantity', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was the first time that discount was greater than 20000 and quantities was less than 15k in march 2022,"{'MEASURE': {'discount': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '20000', 'COMPARISON OPERATOR': '>'}]}], 'quantities': [{'ENTITY': 'Quantity', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '15000', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'March 2022'}]}}"
When was profits lowest,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}"
When was profits lowest in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was profits lowest for envelopes in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was profits lowest across 3 years,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across 3 years'}]}}"
When was the first time that profits lowest,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that profits of envelopes was lowest,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}], 'lowest': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'first time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'from start to end'}]}}"
When was the first time that profits of customer id was lowest,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID', 'RANK': [{'RANK ADJECTIVE': 'bottom', 'RANK VALUE': '1'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that profits of envelopes was more than 10k,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that profits and discounts was more than 10k,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that profits and discounts of envelopes was more than 10k,"{'MEASURE': {'profits and discounts': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}, {'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}], 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that profits was more than 10k and discounts was less than 15k,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '15000', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that profits lowest in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was the first time that profits of envelopes was lowest in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit'}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}], 'lowest': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'first time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was the first time that profits of customer id was lowest in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DIMENSION': {'customer id': [{'ENTITY': 'Customer ID'}]}, 'DATE VARIABLE': {'time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was the first time that profits more than 10k in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was the first time that profits of envelopes was more than 10k in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was the first time that profits and discounts was more than 10k in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was the first time that profits and discounts of envelopes was more than 10k in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}]}, 'FILTER': {'envelopes': [{'ENTITY': 'Envelopes', 'PARENT': 'Sub-Category'}]}, 'DATE VARIABLE': {'last 10 days': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was the first time that profits was more than 10k and discounts was less than 15k in last 10 days,"{'MEASURE': {'profits': [{'ENTITY': 'Profit', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '10000', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '15000', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 days'}]}}"
When was discount percentage lowest,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}"
When was discount percentage lowest in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage'}]}, 'DERIVED MEASURE': {'percentage': [{'ENTITY': 'ratio', 'APPLIED MEASURE': [{'discount percentage': 'Discount percentage'}], 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was discount percentage lowest for guinea in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was discount percentage lowest across 2 months,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across 2 months'}]}}"
When was the first time that discount percentage lowest,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage of guinea was lowest,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage of sub category was lowest,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage > 50k,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage of guinea was > 50k,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage and shipping cost was > 50k,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage and shipping cost of guinea was > 50k,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage was > 50k and shipping cost was < 100k,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '100k', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
When was the first time that discount percentage lowest in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was the first time that discount percentage of guinea was lowest in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was the first time that discount percentage of sub category was lowest in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DIMENSION': {'sub category': [{'ENTITY': 'Sub-Category'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was the first time that discount percentage > 50k in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'previous quarter': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was the first time that discount percentage of guinea was > 50k in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was the first time that discount percentage and shipping cost was > 50k in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was the first time that discount percentage and shipping cost of guinea was > 50k in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was the first time that discount percentage was > 50k and shipping cost was < 100k in previous quarter,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'shipping cost': [{'ENTITY': 'Shipping Cost', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '100k', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last quarter'}]}}"
When was sale lowest,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'FILTER': {'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date'}]}}"
When was sale lowest in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
When was sale lowest for kenya in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
When was sale lowest across 3 months,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'across 3 months'}]}}"
When was the last time that sale lowest,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'FILTER': {'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale of kenya was lowest,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'FILTER': {'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale of ship mode was lowest,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode', 'RANK': [{'RANK ADJECTIVE': 'lowest', 'RANK VALUE': '1'}], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'last time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale > 50k,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale of kenya was > 50k,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale and discounts was > 50k,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale and discounts of kenya was > 50k,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale was > 50k and discounts was less than 15k,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '15k', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale lowest in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales'}]}, 'FILTER': {'low': [{'ENTITY': 'Low', 'PARENT': 'Order Priority'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
When was the last time that sale of kenya was lowest in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
When was the last time that sale of ship mode was lowest in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DIMENSION': {'ship mode': [{'ENTITY': 'Ship Mode'}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}], 'when': [{'ENTITY': 'Order Date', 'ADJECTIVE': ['last time'], 'TONE': 'negative'}]}}"
When was the last time that sale > 50k in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'time': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
When was the last time that sale of kenya was > 50k in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}], 'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was the last time that sale and discounts was > 50k in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
When was the last time that sale and discounts of kenya was > 50k in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}]}}"
When was the last time that sale was > 50k and discounts was less than 15k in 15d,"{'MEASURE': {'sale': [{'ENTITY': 'Sales', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '50k', 'COMPARISON OPERATOR': '>'}]}], 'discounts': [{'ENTITY': 'Discount', 'MEASURE CONSTRAINT': [{'COMPARISON VALUE': '15k', 'COMPARISON OPERATOR': '<'}]}]}, 'DATE VARIABLE': {'15d': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 15 days'}], 'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last time'}]}}"
When was discount percentage lowest in last 10 months,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}"
When was discount percentage lowest for haiti in last 10 months,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'When': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 10 months'}]}}"
When was discount percentage lowest across 2.5 months,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'last 75 days'}]}}"
When was the first time that discount percentage of haiti was lowest,"{'MEASURE': {'discount percentage': [{'ENTITY': 'Discount percentage', 'ADJECTIVE': ['lowest'], 'TONE': 'negative'}]}, 'DATE VARIABLE': {'when': [{'ENTITY': 'Order Date', 'CONVERTED TIME ELEMENT': 'first time'}]}}"
